,item,sentence,zone,RT,word,nItem,meanItemRT,sdItemRT,gmeanItemRT,gsdItemRT,surprisal,all_entropy,prev_surprisal,prev_all_entropy,w_len,prev_w_len,log_freq,prev_log_freq,loc
2943,3,47,882,192,of,91,276.0879121,99.16693539,262.8392605,1.353552628,,,,,,,,,
2944,3,47,883,225,the,89,278.6292135,97.32541269,265.3755208,1.351424272,,,,,,,,,
2945,3,47,884,202,little,91,319.5164835,237.0102371,284.7672942,1.511966696,,,,,,,,,
2946,3,47,885,225,matches.,89,370.2022472,346.9226132,312.5729916,1.641377919,,,,,,,,,
2947,3,48,886,203,The,91,371.3626374,221.5167672,328.5055274,1.607184097,,,,,,,,,
2948,3,48,887,213,grandmother,91,323.7032967,132.1057232,302.5747348,1.433311766,,,,,,,,,
2949,3,48,888,203,then,91,321.3296703,129.2093955,300.0913374,1.438804494,,,,,,,,,
2950,3,48,889,214,took,91,314.7142857,109.4423527,297.0812528,1.407343788,,,,,,,,,
2951,3,48,890,247,the,91,304.2307692,105.5748367,287.971673,1.392095409,,,,,,,,,
2952,3,48,891,192,little,91,287.2747253,82.49701219,275.8819462,1.333096841,,,,,,,,,
2953,3,48,892,168,girl,90,303.5777778,186.0526673,279.3726324,1.434835847,,,,,,,,,
2954,3,48,893,214,in,91,288.3076923,129.9851011,270.4505593,1.399054702,,,,,,,,,
2955,3,48,894,169,her,91,286.6593407,95.13583503,272.9947137,1.36226363,,,,,,,,,
2956,3,48,895,191,"arms,",91,293.8131868,105.831723,277.8524314,1.390013791,,,,,,,,,
2957,3,48,896,214,and,91,285.5934066,90.85372591,272.1516888,1.36846008,,,,,,,,,
2958,3,48,897,225,they,91,287.5934066,82.23218862,276.8342859,1.316736886,,,,,,,,,
2959,3,48,898,191,both,91,295.7362637,94.24127843,281.8022959,1.367068089,,,,,,,,,
2960,3,48,899,214,flew,91,306.021978,115.3856315,288.0553104,1.407755898,,,,,,,,,
2961,3,48,900,225,upwards,90,312.1,101.1248033,297.3897181,1.365177274,,,,,,,,,
2962,3,48,901,214,in,91,310.8901099,107.0898325,295.4616606,1.367016294,,,,,,,,,
2963,3,48,902,213,brightness,89,306.3820225,116.54686,289.6256625,1.381693779,,,,,,,,,
2964,3,48,903,214,and,91,326.6043956,222.2921441,294.5745064,1.49167702,,,,,,,,,
2965,3,48,904,248,joy,91,304.4945055,121.6007469,285.8013901,1.411488447,,,,,,,,,
2966,3,48,905,247,far,91,305.0989011,109.4570494,288.7130447,1.385165411,,,,,,,,,
2967,3,48,906,236,above,88,304.3068182,110.998432,287.8130597,1.388518345,,,,,,,,,
2968,3,48,907,237,the,91,314.5934066,210.2365851,287.5736879,1.445801069,,,,,,,,,
2969,3,48,908,202,"earth,",90,314.3888889,120.4899823,294.2852294,1.432759021,,,,,,,,,
2970,3,48,909,225,where,90,313.9888889,123.7892822,294.4162705,1.42145426,,,,,,,,,
2971,3,48,910,203,there,90,306.2555556,102.1414046,291.6840067,1.361684245,,,,,,,,,
2972,3,48,911,247,was,91,296.2417582,95.58792818,282.3077647,1.361983443,,,,,,,,,
2973,3,48,912,248,neither,91,301.6373626,90.53599855,288.8458076,1.344408869,,,,,,,,,
2974,3,48,913,214,cold,90,297.1,104.8247387,282.2225888,1.365925251,,,,,,,,,
2975,3,48,914,225,nor,89,299.988764,104.0319547,284.9341508,1.370076477,,,,,,,,,
2976,3,48,915,247,"hunger,",90,328.1666667,273.3342297,293.6288955,1.485502349,,,,,,,,,
2977,3,48,916,214,and,91,293.3736264,95.29738814,279.522974,1.36587941,,,,,,,,,
2978,3,48,917,214,the,91,289.1428571,87.39127485,277.7271056,1.322802741,,,,,,,,,
2979,3,48,918,191,little,91,288.0,87.17874359,275.8117553,1.343267677,,,,,,,,,
2980,3,48,919,225,girl,90,293.3555556,91.95092867,280.3733636,1.349560864,,,,,,,,,
2981,3,48,920,202,felt,91,303.9230769,197.0477794,279.6128754,1.422727577,,,,,,,,,
2982,3,48,921,225,safe,91,298.5164835,102.1205565,282.4595568,1.395738556,,,,,,,,,
2983,3,48,922,315,and,91,314.978022,171.3835839,290.8080093,1.44603277,,,,,,,,,
2984,3,48,923,225,peaceful.,90,329.4,228.4326075,295.8812101,1.507807235,,,,,,,,,
2985,3,49,924,203,In,91,303.0879121,146.8036215,281.0608631,1.438103043,,,,,,,,,
2986,3,49,925,191,the,91,285.7252747,95.80698953,272.0860772,1.359987283,,,,,,,,,
2987,3,49,926,214,dawn,91,286.967033,98.92123135,271.9876901,1.384520464,,,,,,,,,
2988,3,49,927,191,of,91,287.2747253,113.266163,271.6544207,1.376714798,,,,,,,,,
2989,3,49,928,203,the,90,273.4222222,88.18532296,261.3540546,1.344599886,,,,,,,,,
2990,3,49,929,213,morning,91,289.3296703,104.6829133,272.6980544,1.407032402,,,,,,,,,
2991,3,49,930,237,there,91,311.4615385,129.5686268,291.5748376,1.419722464,,,,,,,,,
2992,3,49,931,214,lay,91,317.9450549,119.0537099,298.7472156,1.417917533,,,,,,,,,
2993,3,49,932,213,the,90,339.1888889,208.9986234,305.3336127,1.519859626,,,,,,,,,
2994,3,49,933,237,poor,89,305.3370787,91.27542533,292.3341741,1.346380698,,,,,,,,,
2995,3,49,934,213,little,90,323.8666667,210.5985157,294.5941914,1.455225564,,,,,,,,,
2996,3,49,935,214,"one,",89,314.1910112,110.7900222,296.0369593,1.41193814,,,,,,,,,
2997,3,49,936,214,not,91,394.7802198,292.1134408,341.8088989,1.626477559,,,,,,,,,
2998,3,49,937,337,"frowning,",92,365.4456522,159.9243203,335.5922455,1.514528684,,,,,,,,,
2999,3,49,938,214,but,91,335.5384615,147.6230415,313.53012,1.426341866,,,,,,,,,
3000,3,49,939,214,smiling,91,323.2967033,102.1276428,308.5389056,1.358076209,,,,,,,,,
3001,3,49,940,202,and,91,305.1538462,95.16651174,292.6451678,1.332200642,,,,,,,,,
3002,3,49,941,225,with,92,303.6521739,93.43698997,290.8915163,1.337847873,,,,,,,,,
3003,3,49,942,326,a,91,313.4945055,107.4487344,297.6863449,1.373317542,,,,,,,,,
3004,3,49,943,316,pale,90,333.4666667,131.5407571,311.9961086,1.428729001,,,,,,,,,
3005,3,49,944,315,face,90,323.1333333,100.3140238,308.7720037,1.351827391,,,,,,,,,
3006,3,49,945,236,leaning,91,338.043956,121.4484721,319.1343491,1.399307212,,,,,,,,,
3007,3,49,946,259,against,91,313.967033,103.3858416,299.1983608,1.360166274,,,,,,,,,
3008,3,49,947,225,the,90,318.1222222,139.1798471,298.7351084,1.396330367,,,,,,,,,
3009,3,49,948,214,"wall,",91,325.0659341,123.1504773,305.1279507,1.419188728,,,,,,,,,
3010,3,49,949,236,frozen,91,325.5054945,111.2213382,309.1798833,1.372091267,,,,,,,,,
3011,3,49,950,225,and,91,332.010989,150.832099,310.6599396,1.407965576,,,,,,,,,
3012,3,49,951,225,stone,91,436.3406593,401.9373146,357.1853468,1.745288804,,,,,,,,,
3013,3,49,952,214,dead.,90,412.0666667,204.9491469,371.5162445,1.566334005,,,,,,,,,
3014,3,50,953,270,'She,91,384.7252747,165.8946832,354.7437788,1.491062541,,,,,,,,,
3015,3,50,954,348,tried,91,356.6593407,153.2434679,334.4832349,1.404881267,,,,,,,,,
3016,3,50,955,327,to,91,329.6703297,106.4916329,313.6869053,1.372276809,,,,,,,,,
3017,3,50,956,292,warm,91,338.7252747,162.9088406,313.3541969,1.447718766,,,,,,,,,
3018,3,50,957,439,"herself,'",91,363.1098901,160.1885313,338.7054811,1.435385322,,,,,,,,,
3019,3,50,958,405,said,91,356.4285714,147.0196618,333.5622392,1.420634199,,,,,,,,,
3020,3,50,959,270,some.,91,441.9340659,296.3045656,379.8252771,1.671574894,,,,,,,,,
3021,3,51,960,270,Children,91,430.0,267.2130236,381.7436329,1.568434684,,,,,,,,,
3022,3,51,961,270,who,91,346.2967033,113.95423,329.7287663,1.365483515,,,,,,,,,
3023,3,51,962,259,saw,91,322.7802198,113.9588427,306.2579977,1.373396507,,,,,,,,,
3024,3,51,963,225,her,90,344.4111111,149.8331577,320.7607114,1.435608672,,,,,,,,,
3025,3,51,964,292,were,91,378.3956044,168.719088,349.2455585,1.47519672,,,,,,,,,
3026,3,51,965,203,asking,90,356.5444444,201.8842232,327.0931315,1.458216456,,,,,,,,,
3027,3,51,966,191,their,91,323.0989011,99.58871589,308.5319478,1.359047272,,,,,,,,,
3028,3,51,967,214,parents,90,324.0444444,113.0623683,309.172486,1.346473006,,,,,,,,,
3029,3,51,968,236,why,90,307.5111111,83.9135784,295.5952997,1.337530738,,,,,,,,,
3030,3,51,969,225,no,91,306.4835165,92.13786321,293.4835103,1.34670746,,,,,,,,,
3031,3,51,970,225,one,90,299.8444444,92.53920045,286.3723512,1.357550677,,,,,,,,,
3032,3,51,971,214,helped,91,334.6043956,161.2888285,311.1769563,1.429784492,,,,,,,,,
3033,3,51,972,225,the,91,315.4945055,146.6128215,296.2092977,1.390258044,,,,,,,,,
3034,3,51,973,225,girl,90,323.1222222,189.8821532,297.9876716,1.429923367,,,,,,,,,
3035,3,51,974,236,who,91,312.1648352,96.53154507,299.021891,1.337010619,,,,,,,,,
3036,3,51,975,281,they,90,333.3888889,126.9155868,314.2744617,1.396785676,,,,,,,,,
3037,3,51,976,214,knew,91,352.5164835,248.9164234,313.7700582,1.528992775,,,,,,,,,
3038,3,51,977,214,looked,90,338.4333333,152.2176185,311.6017761,1.488017067,,,,,,,,,
3039,3,51,978,248,dirt,91,368.2857143,155.8397529,338.3241826,1.514611064,,,,,,,,,
3040,3,51,979,348,poor,91,332.0769231,117.9996451,314.6364472,1.384102273,,,,,,,,,
3041,3,51,980,214,and,91,317.8571429,110.777211,301.1831024,1.383934994,,,,,,,,,
3042,3,51,981,236,helpless.,90,451.5333333,332.2908973,380.5422323,1.724114248,,,,,,,,,
3043,3,52,982,416,Passersby,91,404.1428571,270.2713275,360.9783633,1.544577437,,,,,,,,,
3044,3,52,983,225,who,91,337.6923077,120.6827514,318.7325349,1.404896609,,,,,,,,,
3045,3,52,984,237,saw,90,321.9222222,100.5766774,307.8516297,1.348697037,,,,,,,,,
3046,3,52,985,394,her,90,331.4777778,123.0837139,311.6305587,1.418551879,,,,,,,,,
3047,3,52,986,303,sitting,91,362.7582418,230.3729508,327.9751091,1.504266014,,,,,,,,,
3048,3,52,987,383,motionless,91,364.3296703,146.9794434,337.6536382,1.479725127,,,,,,,,,
3049,3,52,988,259,wished,91,345.0659341,113.8848153,327.3821148,1.388048889,,,,,,,,,
3050,3,52,989,393,they,91,322.7802198,100.6336372,308.4854398,1.353091428,,,,,,,,,
3051,3,52,990,237,could,90,317.7777778,125.2800708,300.6674659,1.373259981,,,,,,,,,
3052,3,52,991,191,have,91,311.1758242,117.9295075,293.9829904,1.387001484,,,,,,,,,
3053,3,52,992,191,helped,91,305.1648352,88.27259091,292.5538338,1.343855683,,,,,,,,,
3054,3,52,993,191,the,91,330.5604396,217.0968657,302.3823517,1.446689273,,,,,,,,,
3055,3,52,994,270,"girl,",91,343.9450549,159.9818297,317.4908148,1.467763998,,,,,,,,,
3056,3,52,995,225,but,91,300.6703297,90.32780487,287.9889101,1.343447487,,,,,,,,,
3057,3,52,996,203,their,91,307.5934066,96.41207601,294.1488819,1.34730633,,,,,,,,,
3058,3,52,997,191,good,91,320.8241758,124.7060182,299.6691065,1.445265075,,,,,,,,,
3059,3,52,998,214,intentions,91,321.7252747,114.1511732,304.4813895,1.38982278,,,,,,,,,
3060,3,52,999,382,were,91,311.4065934,110.3249723,296.4681733,1.356242642,,,,,,,,,
3061,3,52,1000,316,a,91,300.3736264,95.52052116,287.7699892,1.334334385,,,,,,,,,
3062,3,52,1001,258,day,91,303.1538462,106.3015546,286.7902918,1.392519289,,,,,,,,,
3063,3,52,1002,270,late,91,302.0989011,85.93253878,290.440473,1.327395003,,,,,,,,,
3064,3,52,1003,237,and,91,301.1758242,97.91374814,287.3808619,1.355701822,,,,,,,,,
3065,3,52,1004,247,a,91,304.4945055,101.6940262,289.6579322,1.366811743,,,,,,,,,
3066,3,52,1005,304,dollar,91,315.0659341,128.8388142,296.1930239,1.403036838,,,,,,,,,
3067,3,52,1006,259,short.,91,339.9450549,200.6211113,306.409902,1.517690304,,,,,,,,,
3068,3,53,1007,236,Other,91,327.7142857,112.5864888,310.1630336,1.394541864,,,,,,,,,
3069,3,53,1008,259,people,91,330.7252747,132.3277972,310.1180918,1.418475201,,,,,,,,,
3070,3,53,1009,236,suspected,90,317.8777778,101.8603172,304.6155814,1.330091921,,,,,,,,,
3071,3,53,1010,247,the,91,302.956044,87.46236169,291.06976,1.328348159,,,,,,,,,
3072,3,53,1011,237,girl,90,292.5444444,94.46682565,280.0983268,1.333992237,,,,,,,,,
3073,3,53,1012,225,had,91,313.5274725,123.2597385,294.3085581,1.41319855,,,,,,,,,
3074,3,53,1013,247,fallen,90,312.4888889,109.4466413,296.5323889,1.373865285,,,,,,,,,
3075,3,53,1014,270,asleep,89,308.4157303,93.65674865,295.0851962,1.348294022,,,,,,,,,
3076,3,53,1015,236,and,92,298.1847826,87.66995167,286.2147472,1.333946067,,,,,,,,,
3077,3,53,1016,225,"frozen,",92,330.0978261,143.5685738,307.1265112,1.43947963,,,,,,,,,
3078,3,53,1017,226,but,92,323.4891304,109.4890726,305.55222,1.411341918,,,,,,,,,
3079,3,53,1018,225,no,92,312.8152174,99.86649653,298.8803733,1.350427795,,,,,,,,,
3080,3,53,1019,236,one,92,327.9347826,128.2212892,306.8765675,1.434897408,,,,,,,,,
3081,3,53,1020,225,imagined,92,317.4130435,100.8797731,301.7029805,1.38389503,,,,,,,,,
3082,3,53,1021,236,what,92,321.9891304,107.8805296,305.5468571,1.382408602,,,,,,,,,
3083,3,53,1022,225,beautiful,93,331.655914,119.607737,313.120415,1.399602783,,,,,,,,,
3084,3,53,1023,248,things,93,337.3010753,137.6981406,318.3907953,1.385605455,,,,,,,,,
3085,3,53,1024,258,she,93,327.2365591,135.421917,306.8821683,1.414611928,,,,,,,,,
3086,3,53,1025,225,had,93,302.7204301,85.20695593,291.1107729,1.328078513,,,,,,,,,
3087,3,53,1026,225,"seen,",93,321.8387097,105.7550791,305.3135558,1.387616895,,,,,,,,,
3088,3,53,1027,203,nor,93,319.1827957,108.2665738,303.6254738,1.36749567,,,,,,,,,
3089,3,53,1028,214,into,93,318.4301075,123.1922674,298.8000516,1.422231116,,,,,,,,,
3090,3,53,1029,213,what,92,335.6086957,128.9772922,315.2482875,1.41502642,,,,,,,,,
3091,3,53,1030,237,glory,93,321.6989247,116.4046339,303.8646209,1.395554648,,,,,,,,,
3092,3,53,1031,225,she,93,316.3655914,147.5666235,294.5703867,1.42666424,,,,,,,,,
3093,3,53,1032,236,had,94,306.2021277,117.294921,288.1161842,1.404276559,,,,,,,,,
3094,3,53,1033,225,entered,94,313.0425532,105.9377901,297.3340345,1.375117328,,,,,,,,,
3095,3,53,1034,270,with,94,325.2446809,133.0765554,305.0407614,1.415520257,,,,,,,,,
3096,3,53,1035,337,her,94,329.606383,121.236392,309.7642976,1.420652625,,,,,,,,,
3097,3,53,1036,282,"grandmother,",94,357.1170213,134.6158099,332.443015,1.47379186,,,,,,,,,
3098,3,53,1037,258,on,94,377.7021277,283.8741516,340.2255333,1.489106248,,,,,,,,,
3099,3,53,1038,226,New,95,378.1789474,121.1819433,359.4260377,1.38286657,,,,,,,,,
3100,3,53,1039,315,Year's,93,495.2580645,284.9047477,442.2047111,1.578660936,,,,,,,,,
3101,3,53,1040,517,day.,89,972.9550562,661.4545767,811.2943239,1.79136235,,,,,,,,,
3102,4,1,1,765,Once,91,363.8461538,165.196309,333.3246269,1.511246819,,,,,,,,,
3103,4,1,2,338,upon,92,335.2608696,189.0021146,302.338453,1.536092807,,,,,,,,,
3104,4,1,3,281,a,92,336.7282609,188.2944913,302.1834748,1.549218926,,,,,,,,,
3105,4,1,4,326,time,92,339.2934783,170.8417775,306.9125509,1.541498332,,,,,,,,,
3106,4,1,5,304,the,91,337.2857143,207.2201881,298.3706265,1.587278468,,,,,,,,,
3107,4,1,6,315,birds,90,334.2,160.1622913,304.2017823,1.528857249,,,,,,,,,
3108,4,1,7,292,took,91,340.978022,165.7532288,310.2405449,1.525177511,,,,,,,,,
3109,4,1,8,304,it,91,335.5054945,162.6134048,305.8300934,1.513978979,,,,,,,,,
3110,4,1,9,326,into,89,336.3932584,174.8725262,303.8404116,1.539675404,,,,,,,,,
3111,4,1,10,270,their,90,362.0,237.4380108,320.0576647,1.578634529,,,,,,,,,
3112,4,1,11,293,heads,90,349.8666667,148.5804137,324.0055063,1.471571251,,,,,,,,,
3113,4,1,12,304,that,88,334.8409091,144.0037425,309.0892603,1.488068657,,,,,,,,,
3114,4,1,13,259,they,91,334.8021978,168.5773953,304.9312463,1.50825397,,,,,,,,,
3115,4,1,14,258,would,91,333.0549451,185.7124039,301.333902,1.519747075,,,,,,,,,
3116,4,1,15,270,like,91,322.4615385,148.4625136,296.3172778,1.487955237,,,,,,,,,
3117,4,1,16,237,a,88,329.6818182,225.0321329,288.3100974,1.598538701,,,,,,,,,
3118,4,1,17,258,"master,",91,378.989011,242.3190961,328.1694757,1.667317191,,,,,,,,,
3119,4,1,18,405,and,91,336.2087912,147.5299229,310.1219364,1.48453816,,,,,,,,,
3120,4,1,19,248,that,90,331.2333333,254.725146,294.4093251,1.521077353,,,,,,,,,
3121,4,1,20,225,one,90,322.3,164.653702,293.5507282,1.509306967,,,,,,,,,
3122,4,1,21,202,of,90,314.6555556,174.1763385,286.9983774,1.486737888,,,,,,,,,
3123,4,1,22,203,their,90,330.1888889,150.0875321,303.9433957,1.486569699,,,,,,,,,
3124,4,1,23,382,number,90,389.3333333,273.3965717,338.9661153,1.627156505,,,,,,,,,
3125,4,1,24,282,must,88,366.8863636,178.2117062,331.6974871,1.555739468,,,,,,,,,
3126,4,1,25,405,be,90,368.7333333,227.0357493,326.0809023,1.590788517,,,,,,,,,
3127,4,1,26,202,chosen,87,406.5632184,309.0855493,335.3989714,1.781250153,,,,,,,,,
3128,4,1,27,203,king.,89,484.6966292,403.4199652,387.065445,1.883252741,,,,,,,,,
3129,4,2,28,225,A,89,421.494382,281.0611436,359.1867817,1.718885158,,,,,,,,,
3130,4,2,29,270,meeting,89,345.9550562,165.4405215,315.7287439,1.516003301,,,,,,,,,
3131,4,2,30,292,of,89,341.2134831,195.0317266,307.7951843,1.532806492,,,,,,,,,
3132,4,2,31,225,all,88,321.6931818,132.7163043,297.6643233,1.480182159,,,,,,,,,
3133,4,2,32,248,the,89,317.0224719,135.1466356,293.8100807,1.461227288,,,,,,,,,
3134,4,2,33,225,birds,88,344.5227273,195.7245295,308.9185826,1.556986483,,,,,,,,,
3135,4,2,34,236,was,89,327.011236,142.3128352,302.036274,1.476140984,,,,,,,,,
3136,4,2,35,225,called,89,325.1573034,154.4016971,296.5624751,1.517014166,,,,,,,,,
3137,4,2,36,225,and,88,338.4318182,201.3294775,301.2466549,1.56910708,,,,,,,,,
3138,4,2,37,248,though,89,366.1123596,200.6482924,323.564372,1.620242448,,,,,,,,,
3139,4,2,38,247,they,87,357.4942529,177.2154039,322.4529232,1.559680154,,,,,,,,,
3140,4,2,39,236,understood,88,359.5113636,183.4005725,324.3138793,1.557326359,,,,,,,,,
3141,4,2,40,225,the,87,340.7586207,174.9077475,311.9860399,1.486391801,,,,,,,,,
3142,4,2,41,259,birds,88,373.8977273,188.1655568,338.2683607,1.541072605,,,,,,,,,
3143,4,2,42,248,who,87,354.4942529,157.7238441,325.9329074,1.496624017,,,,,,,,,
3144,4,2,43,618,were,88,375.0340909,289.6624452,328.2651791,1.582346049,,,,,,,,,
3145,4,2,44,428,from,88,378.6477273,218.7361314,339.7212389,1.553845116,,,,,,,,,
3146,4,2,45,247,the,88,347.8522727,154.2241643,321.5078108,1.469946328,,,,,,,,,
3147,4,2,46,214,most,88,362.4545455,197.0141432,328.9663011,1.520269059,,,,,,,,,
3148,4,2,47,237,distant,88,349.5681818,154.5831469,321.8982426,1.490143976,,,,,,,,,
3149,4,2,48,247,lands,88,357.8863636,170.5402795,324.8172962,1.540805187,,,,,,,,,
3150,4,2,49,203,would,87,352.7356322,143.0241856,327.0919134,1.475318128,,,,,,,,,
3151,4,2,50,236,be,88,373.8409091,210.8337519,335.5120857,1.549958933,,,,,,,,,
3152,4,2,51,225,unable,88,350.8977273,214.087695,319.9252825,1.475812654,,,,,,,,,
3153,4,2,52,225,to,88,395.2272727,309.2116311,345.5872085,1.583275848,,,,,,,,,
3154,4,2,53,416,"come,",88,455.4090909,365.285926,378.2589833,1.75954625,,,,,,,,,
3155,4,2,54,281,many,88,359.9545455,148.1971279,333.3104511,1.47863841,,,,,,,,,
3156,4,2,55,248,birds,87,338.5402299,134.8052691,315.7748506,1.444253499,,,,,,,,,
3157,4,2,56,202,came,87,340.7471264,155.1483325,313.7369574,1.48527167,,,,,,,,,
3158,4,2,57,214,from,88,352.0909091,162.8159271,322.6383592,1.500246549,,,,,,,,,
3159,4,2,58,214,faraway,88,390.4772727,254.3998562,339.9348524,1.641177144,,,,,,,,,
3160,4,2,59,315,meadows,87,378.7816092,155.6400458,348.6239966,1.510566424,,,,,,,,,
3161,4,2,60,214,and,88,384.1590909,302.5642094,336.0750618,1.58690584,,,,,,,,,
3162,4,2,61,225,woods.,87,404.2873563,219.3078387,362.9508053,1.559874105,,,,,,,,,
3163,4,3,62,382,The,88,370.2613636,186.6442614,335.0684258,1.539104758,,,,,,,,,
3164,4,3,63,405,"eagle,",88,359.75,147.4521742,331.0057386,1.512104115,,,,,,,,,
3165,4,3,64,417,who,88,359.0454545,144.1059563,333.1338332,1.476138744,,,,,,,,,
3166,4,3,65,213,already,88,337.9886364,135.2239942,314.6304233,1.454432322,,,,,,,,,
3167,4,3,66,225,thought,88,375.7159091,241.4020802,334.2261971,1.564183818,,,,,,,,,
3168,4,3,67,225,himself,88,366.0568182,295.2086096,322.4269362,1.545275196,,,,,,,,,
3169,4,3,68,248,the,88,374.5454545,232.2765845,330.9776121,1.582254592,,,,,,,,,
3170,4,3,69,247,de,86,442.5232558,290.6021629,375.6045901,1.735073099,,,,,,,,,
3171,4,3,70,349,facto,88,459.2727273,379.3922462,385.1476869,1.715636752,,,,,,,,,
3172,4,3,71,326,"king,",89,415.2134831,224.5850452,370.5883476,1.597268007,,,,,,,,,
3173,4,3,72,315,arrived,88,410.4659091,211.1785728,368.7305757,1.574025263,,,,,,,,,
3174,4,3,73,259,fashionably,88,429.8977273,260.1104116,376.9120054,1.633622232,,,,,,,,,
3175,4,3,74,281,late.,88,404.0681818,200.6609077,366.9434367,1.532698969,,,,,,,,,
3176,4,4,75,259,It,87,343.9885057,112.9641324,327.0572799,1.376451229,,,,,,,,,
3177,4,4,76,259,was,87,357.0229885,153.904227,331.7016452,1.448458156,,,,,,,,,
3178,4,4,77,259,a,88,379.1931818,204.2205737,340.2634217,1.560143329,,,,,,,,,
3179,4,4,78,247,hawk,88,356.25,145.5144856,330.1784475,1.476079212,,,,,,,,,
3180,4,4,79,248,who,88,329.3977273,110.2784917,312.8971436,1.378307726,,,,,,,,,
3181,4,4,80,259,was,88,325.125,107.8706987,309.4994673,1.365561267,,,,,,,,,
3182,4,4,81,247,most,88,384.7727273,247.6441054,338.1304639,1.602041576,,,,,,,,,
3183,4,4,82,270,excited,88,347.2159091,135.9156643,324.4029557,1.440143978,,,,,,,,,
3184,4,4,83,225,about,88,323.5909091,119.4114529,305.8275934,1.389231154,,,,,,,,,
3185,4,4,84,248,the,88,342.8977273,170.2753038,312.7937118,1.508878382,,,,,,,,,
3186,4,4,85,258,"meeting,",88,418.5227273,387.7969601,344.5601827,1.723264503,,,,,,,,,
3187,4,4,86,214,because,88,337.8636364,124.0786904,318.7561971,1.402121888,,,,,,,,,
3188,4,4,87,270,he,87,319.3563218,104.1637772,304.613463,1.355065432,,,,,,,,,
3189,4,4,88,225,was,88,313.2159091,101.1070275,298.7208357,1.358008011,,,,,,,,,
3190,4,4,89,248,the,87,321.9310345,129.7175638,300.2131786,1.444571281,,,,,,,,,
3191,4,4,90,237,dark,88,345.0454545,143.2142442,319.2873258,1.481378982,,,,,,,,,
3192,4,4,91,224,horse,88,364.0681818,155.8952489,334.943912,1.505219169,,,,,,,,,
3193,4,4,92,259,for,88,422.4090909,315.5099735,356.5828738,1.698970876,,,,,,,,,
3194,4,4,93,191,king.,88,506.5909091,400.3604306,411.0831436,1.852713505,,,,,,,,,
3195,4,5,94,236,The,88,420.7727273,219.4553722,374.9256898,1.603471532,,,,,,,,,
3196,4,5,95,304,small,88,384.75,195.0725919,347.9058458,1.543169393,,,,,,,,,
3197,4,5,96,225,fry,88,379.3863636,158.5581899,350.0196557,1.492734966,,,,,,,,,
3198,4,5,97,405,came,88,371.5909091,145.6446341,344.7541546,1.483264213,,,,,,,,,
3199,4,5,98,270,"too,",87,401.4022989,230.6343356,361.1289509,1.539976794,,,,,,,,,
3200,4,5,99,461,and,88,355.1590909,127.8057871,334.081342,1.422239357,,,,,,,,,
3201,4,5,100,282,the,88,379.6590909,282.7459315,333.6372063,1.578188547,,,,,,,,,
3202,4,5,101,191,"robin,",88,372.1590909,163.3655295,344.4251336,1.473806964,,,,,,,,,
3203,4,5,102,675,the,88,418.625,201.2726356,378.223834,1.560486331,,,,,,,,,
3204,4,5,103,337,"bluebird,",87,374.1494253,210.3986542,340.7682536,1.502482392,,,,,,,,,
3205,4,5,104,934,the,88,360.5795455,151.5304849,334.6269989,1.461473398,,,,,,,,,
3206,4,5,105,506,"owl,",88,366.9545455,215.2293035,334.2432476,1.483958702,,,,,,,,,
3207,4,5,106,203,the,88,358.3977273,151.7147611,330.3542871,1.493327701,,,,,,,,,
3208,4,5,107,1046,"lark,",88,367.7613636,201.3642547,333.5603202,1.511573022,,,,,,,,,
3209,4,5,108,360,and,88,370.0454545,258.9612721,332.4314428,1.513591342,,,,,,,,,
3210,4,5,109,282,the,88,362.8068182,184.1439878,329.3856234,1.525902497,,,,,,,,,
3211,4,5,110,315,"sparrow,",88,362.8295455,145.1742688,338.6305627,1.447646218,,,,,,,,,
3212,4,5,111,360,who,87,362.908046,152.6885135,337.8409497,1.446780407,,,,,,,,,
3213,4,5,112,292,had,87,340.7931034,122.6199591,321.424724,1.405467278,,,,,,,,,
3214,4,5,113,248,only,87,323.9655172,135.4994592,302.8936424,1.425290415,,,,,,,,,
3215,4,5,114,247,a,88,340.3636364,156.1984577,313.5016492,1.478282723,,,,,,,,,
3216,4,5,115,259,chance,88,341.2045455,170.1041033,316.5965795,1.434075964,,,,,,,,,
3217,4,5,116,214,in,88,316.7272727,111.6501852,300.0445864,1.382093518,,,,,,,,,
3218,4,5,117,247,a,88,360.3181818,214.5933629,324.1459729,1.530229971,,,,,,,,,
3219,4,5,118,225,million,88,346.2386364,132.3851916,323.9456103,1.437710526,,,,,,,,,
3220,4,5,119,259,to,87,347.3218391,187.8156874,315.4354318,1.507854777,,,,,,,,,
3221,4,5,120,225,be,87,370.9310345,205.7744754,332.2385211,1.559181868,,,,,,,,,
3222,4,5,121,259,"king,",86,386.5232558,248.6298324,341.7750001,1.579881226,,,,,,,,,
3223,4,5,122,337,were,88,367.4090909,155.0877865,338.7436121,1.494492001,,,,,,,,,
3224,4,5,123,248,all,87,347.7356322,148.4926167,320.9154275,1.484131259,,,,,,,,,
3225,4,5,124,281,present,87,368.4137931,166.4540269,338.3547313,1.498447113,,,,,,,,,
3226,4,5,125,214,at,88,305.6022727,99.38159821,291.302096,1.359900811,,,,,,,,,
3227,4,5,126,214,the,89,332.1348315,216.0065335,297.3635752,1.521264715,,,,,,,,,
3228,4,5,127,225,meeting.,88,358.5,176.2301917,326.7791757,1.515817905,,,,,,,,,
